OrderNumber,SalesChannel,Salesteamindex,Orderqty,unitprice,unitcost,SalesPrice,CostPrice,Profit,SalesTeam,Region,ProductCategory,ProductName,state
SO11929,Wholesale,18,3,561.47,401.05,1684.41,1203.15,481.26,Shawn Wallace,South,Sports,Basketball,California
SO11930,In-Store,26,6,391.41,279.58,2348.46,1677.48,670.98,Donald Reynolds,South,Lighting,Candles,California
SO11931,Online,23,4,449.23,320.88,1796.92,1283.52,513.4,Douglas Tucker,Midwest,Accessories,Accessories,California
SO11932,Online,11,3,349.01,249.3,1047.03,747.9,299.13,Joshua Little,South,Decoratives,Ornaments,Arizona
SO11933,Online,21,8,273.38,195.27,2187.04,1562.16,624.88,Samuel Fowler,Midwest,Decoratives,Floral,California
SO11934,Distributor,15,9,595.78,425.56,5362.02,3830.04,1531.98,Roger Alexander,Midwest,Furniture,Outdoor Furniture,Arizona
SO11935,Wholesale,19,6,438.03,312.88,2628.18,1877.28,750.9,Nicholas Cunningham,South,Collections,Vanities,California
SO11936,Online,7,5,205.13,146.52,1025.65,732.6,293.05,Shawn Cook,Midwest,Kitchenery,Dinnerware,Arizona
SO11937,Distributor,14,4,360.71,257.65,1442.84,1030.6,412.24,Paul Holmes,Midwest,Accessories,Mirrors,Arizona
SO11938,Distributor,24,8,489.98,349.99,3919.84,2799.92,1119.92,Roy Rice,Midwest,Decoratives,Wall Frames,California
SO11939,Online,14,5,412.08,294.34,2060.4,1471.7,588.7,Paul Holmes,Midwest,Accessories,Mirrors,Arizona
SO11940,Wholesale,22,8,436.25,311.6,3490,2492.8,997.2,Joe Price,Northeast,Drinkware,Wine Storage,California
SO11941,In-Store,2,6,334.84,239.17,2009.04,1435.02,574.02,Keith Griffin,Northeast,Decoratives,Photo Frames,Alabama
SO11942,Wholesale,17,7,193.43,138.17,1354.01,967.19,386.82,Frank Brown,Northeast,Furniture,Furniture Cushions,California
SO11943,In-Store,5,4,545.46,389.61,2181.84,1558.44,623.4,Stephen Payne,South,Furniture,Bathroom Furniture,Arkansas
SO11944,In-Store,7,2,426.16,304.4,852.32,608.8,243.52,Shawn Cook,Midwest,Kitchenery,Dinnerware,Arizona
SO11945,In-Store,17,4,322.15,230.11,1288.6,920.44,368.16,Frank Brown,Northeast,Furniture,Furniture Cushions,California
SO11946,Online,16,1,485.55,346.82,485.55,346.82,138.73,Anthony Berry,West,Drinkware,Stemware,California
SO11947,Online,12,2,535.23,382.31,1070.46,764.62,305.84,Carl Nguyen,Midwest,Furniture,Dining Furniture,Arizona
SO11948,Wholesale,7,8,488.78,349.13,3910.24,2793.04,1117.2,Shawn Cook,Midwest,Kitchenery,Dinnerware,Arizona
SO11949,Online,16,2,163.79,116.99,327.58,233.98,93.6,Anthony Berry,West,Drinkware,Stemware,California
SO11950,In-Store,2,8,496.45,354.61,3971.6,2836.88,1134.72,Keith Griffin,Northeast,Decoratives,Photo Frames,Alabama
SO11951,Online,15,2,517.31,369.51,1034.62,739.02,295.6,Roger Alexander,Midwest,Furniture,Outdoor Furniture,Arizona
SO11952,Distributor,20,3,623.38,445.27,1870.14,1335.81,534.33,Joshua Kenedy,West,Drinkware,Bar Tools,California
SO11953,Distributor,23,8,644.67,460.48,5157.36,3683.84,1473.52,Douglas Tucker,Midwest,Accessories,Accessories,California
SO11954,In-Store,9,6,532.95,380.68,3197.7,2284.08,913.62,Joshua Ryan,Midwest,Sports,Baseball,Arizona
SO11955,Online,16,4,604.63,431.88,2418.52,1727.52,691,Anthony Berry,West,Drinkware,Stemware,California
SO11956,Distributor,11,5,397.26,283.76,1986.3,1418.8,567.5,Joshua Little,South,Decoratives,Ornaments,Arizona
SO11957,Online,22,10,338.77,241.98,3387.7,2419.8,967.9,Joe Price,Northeast,Drinkware,Wine Storage,California
SO11958,Distributor,20,1,520.69,371.92,520.69,371.92,148.77,Joshua Kenedy,West,Drinkware,Bar Tools,California
SO11959,Online,15,8,550.51,393.22,4404.08,3145.76,1258.32,Roger Alexander,Midwest,Furniture,Outdoor Furniture,Arizona
SO11960,Distributor,24,4,456.51,326.08,1826.04,1304.32,521.72,Roy Rice,Midwest,Decoratives,Wall Frames,California
SO11961,In-Store,3,1,595.61,425.44,595.61,425.44,170.17,Jerry Green,West,Lighting,Table Lamps,Alabama
SO11962,Distributor,21,10,575.68,411.2,5756.8,4112,1644.8,Samuel Fowler,Midwest,Decoratives,Floral,California
SO11963,Online,5,6,539.31,385.22,3235.86,2311.32,924.54,Stephen Payne,South,Furniture,Bathroom Furniture,Arkansas
SO11964,In-Store,3,9,154.11,110.08,1386.99,990.72,396.27,Jerry Green,West,Lighting,Table Lamps,Alabama
SO11965,Wholesale,21,5,632.04,451.46,3160.2,2257.3,902.9,Samuel Fowler,Midwest,Decoratives,Floral,California
SO11966,Online,12,3,197.91,141.36,593.73,424.08,169.65,Carl Nguyen,Midwest,Furniture,Dining Furniture,Arizona
SO11967,Online,14,7,599.31,428.08,4195.17,2996.56,1198.61,Paul Holmes,Midwest,Accessories,Mirrors,Arizona
SO11968,Wholesale,12,7,313.28,223.77,2192.96,1566.39,626.57,Carl Nguyen,Midwest,Furniture,Dining Furniture,Arizona
SO11969,In-Store,24,6,264.25,188.75,1585.5,1132.5,453,Roy Rice,Midwest,Decoratives,Wall Frames,California
SO11970,In-Store,23,1,596.37,425.98,596.37,425.98,170.39,Douglas Tucker,Midwest,Accessories,Accessories,California
SO11971,In-Store,6,10,641.87,458.48,6418.7,4584.8,1833.9,Joshua Bennett,Northeast,Electronics,Computers,Arizona
SO11972,Distributor,24,3,605.02,432.16,1815.06,1296.48,518.58,Roy Rice,Midwest,Decoratives,Wall Frames,California
SO11973,Distributor,5,2,260.05,185.75,520.1,371.5,148.6,Stephen Payne,South,Furniture,Bathroom Furniture,Arkansas
SO11974,In-Store,6,3,626.23,447.31,1878.69,1341.93,536.76,Joshua Bennett,Northeast,Electronics,Computers,Arizona
SO11975,Distributor,19,5,625.8,447,3129,2235,894,Nicholas Cunningham,South,Collections,Vanities,California
SO11976,Distributor,24,1,557.95,398.54,557.95,398.54,159.41,Roy Rice,Midwest,Decoratives,Wall Frames,California
SO11977,Wholesale,25,7,311.35,222.39,2179.45,1556.73,622.72,Patrick Graham,South,Electronics,TV and video,California
SO11978,Distributor,24,2,366.29,261.64,732.58,523.28,209.3,Roy Rice,Midwest,Decoratives,Wall Frames,California
SO11979,Distributor,24,1,346,247.15,346,247.15,98.85,Roy Rice,Midwest,Decoratives,Wall Frames,California
SO11980,In-Store,16,7,192.42,137.44,1346.94,962.08,384.86,Anthony Berry,West,Drinkware,Stemware,California
SO11981,Distributor,8,10,638.95,456.4,6389.5,4564,1825.5,George Lewis,West,Drinkware,Cocktail Glasses,Arizona
SO11982,Distributor,25,1,312.69,223.35,312.69,223.35,89.34,Patrick Graham,South,Electronics,TV and video,California
SO11983,Online,25,10,349.38,249.56,3493.8,2495.6,998.2,Patrick Graham,South,Electronics,TV and video,California
SO11984,Wholesale,10,2,278.79,199.13,557.58,398.26,159.32,Jonathan Hawkins,West,Beddings,Blankets,Arizona
SO11985,Wholesale,15,4,215.58,153.99,862.32,615.96,246.36,Roger Alexander,Midwest,Furniture,Outdoor Furniture,Arizona
SO11986,Wholesale,13,8,196.86,140.61,1574.88,1124.88,450,Todd Roberts,West,Kitchenery,Bakeware,Arizona
SO11987,Online,8,9,470.97,336.4,4238.73,3027.6,1211.13,George Lewis,West,Drinkware,Cocktail Glasses,Arizona
SO11988,Online,17,1,216.03,154.31,216.03,154.31,61.72,Frank Brown,Northeast,Furniture,Furniture Cushions,California
SO11989,In-Store,4,7,625.12,446.51,4375.84,3125.57,1250.27,Chris Armstrong,Northeast,Kitchenery,Serveware,Alabama
SO11990,In-Store,23,7,433.71,309.8,3035.97,2168.6,867.37,Douglas Tucker,Midwest,Accessories,Accessories,California
SO11991,Distributor,2,5,499.3,356.64,2496.5,1783.2,713.3,Keith Griffin,Northeast,Decoratives,Photo Frames,Alabama
SO11992,Distributor,22,4,544.57,388.98,2178.28,1555.92,622.36,Joe Price,Northeast,Drinkware,Wine Storage,California
SO11993,Online,7,8,528.11,377.22,4224.88,3017.76,1207.12,Shawn Cook,Midwest,Kitchenery,Dinnerware,Arizona
SO11994,Online,18,9,188.13,134.38,1693.17,1209.42,483.75,Shawn Wallace,South,Sports,Basketball,California
SO11995,Wholesale,17,10,466.1,332.93,4661,3329.3,1331.7,Frank Brown,Northeast,Furniture,Furniture Cushions,California
SO11996,Distributor,19,6,574.33,410.24,3445.98,2461.44,984.54,Nicholas Cunningham,South,Collections,Vanities,California
SO11997,In-Store,8,5,272.59,194.71,1362.95,973.55,389.4,George Lewis,West,Drinkware,Cocktail Glasses,Arizona
SO11998,Online,2,2,576.61,411.86,1153.22,823.72,329.5,Keith Griffin,Northeast,Decoratives,Photo Frames,Alabama
SO11999,Wholesale,11,3,560.12,400.09,1680.36,1200.27,480.09,Joshua Little,South,Decoratives,Ornaments,Arizona
SO12000,Online,20,6,647.1,462.22,3882.6,2773.32,1109.28,Joshua Kenedy,West,Drinkware,Bar Tools,California
SO12001,Online,4,9,618.04,441.46,5562.36,3973.14,1589.22,Chris Armstrong,Northeast,Kitchenery,Serveware,Alabama
SO12002,Wholesale,15,5,479.28,342.35,2396.4,1711.75,684.65,Roger Alexander,Midwest,Furniture,Outdoor Furniture,Arizona
SO12003,Online,25,5,164.32,117.37,821.6,586.85,234.75,Patrick Graham,South,Electronics,TV and video,California
SO12004,Distributor,5,10,516.07,368.62,5160.7,3686.2,1474.5,Stephen Payne,South,Furniture,Bathroom Furniture,Arkansas
SO12005,In-Store,1,3,582.66,416.19,1747.98,1248.57,499.41,Adam Hernandez,Northeast,Kitchenery,Cookware,Alabama
SO12006,Distributor,22,9,493.08,352.2,4437.72,3169.8,1267.92,Joe Price,Northeast,Drinkware,Wine Storage,California
SO12007,Wholesale,9,10,525.24,375.17,5252.4,3751.7,1500.7,Joshua Ryan,Midwest,Sports,Baseball,Arizona
SO12008,Wholesale,16,6,355.7,254.07,2134.2,1524.42,609.78,Anthony Berry,West,Drinkware,Stemware,California
SO12009,In-Store,12,4,425.91,304.22,1703.64,1216.88,486.76,Carl Nguyen,Midwest,Furniture,Dining Furniture,Arizona
SO12010,Wholesale,24,4,497.17,355.12,1988.68,1420.48,568.2,Roy Rice,Midwest,Decoratives,Wall Frames,California
SO12011,Wholesale,16,1,533.63,381.17,533.63,381.17,152.46,Anthony Berry,West,Drinkware,Stemware,California
SO12012,Wholesale,16,4,393.76,281.25,1575.04,1125,450.04,Anthony Berry,West,Drinkware,Stemware,California
SO12013,Online,5,8,247.28,176.63,1978.24,1413.04,565.2,Stephen Payne,South,Furniture,Bathroom Furniture,Arkansas
SO12014,Online,13,9,349.71,249.79,3147.39,2248.11,899.28,Todd Roberts,West,Kitchenery,Bakeware,Arizona
SO12015,Online,19,8,646.38,461.7,5171.04,3693.6,1477.44,Nicholas Cunningham,South,Collections,Vanities,California
SO12016,Online,4,9,167.69,119.78,1509.21,1078.02,431.19,Chris Armstrong,Northeast,Kitchenery,Serveware,Alabama
SO12017,In-Store,2,10,213.25,152.32,2132.5,1523.2,609.3,Keith Griffin,Northeast,Decoratives,Photo Frames,Alabama
SO12018,In-Store,15,2,208.76,149.11,417.52,298.22,119.3,Roger Alexander,Midwest,Furniture,Outdoor Furniture,Arizona
SO12019,Distributor,16,9,420.6,300.43,3785.4,2703.87,1081.53,Anthony Berry,West,Drinkware,Stemware,California
SO12020,Distributor,8,3,411.16,293.69,1233.48,881.07,352.41,George Lewis,West,Drinkware,Cocktail Glasses,Arizona
SO12021,Wholesale,10,1,408.62,291.87,408.62,291.87,116.75,Jonathan Hawkins,West,Beddings,Blankets,Arizona
SO12022,Online,12,7,477.49,341.06,3342.43,2387.42,955.01,Carl Nguyen,Midwest,Furniture,Dining Furniture,Arizona
SO12023,Distributor,12,6,181.08,129.34,1086.48,776.04,310.44,Carl Nguyen,Midwest,Furniture,Dining Furniture,Arizona
SO12024,In-Store,8,5,556.92,397.8,2784.6,1989,795.6,George Lewis,West,Drinkware,Cocktail Glasses,Arizona
SO12025,Distributor,2,4,312,222.86,1248,891.44,356.56,Keith Griffin,Northeast,Decoratives,Photo Frames,Alabama
SO12026,In-Store,23,4,371.66,265.47,1486.64,1061.88,424.76,Douglas Tucker,Midwest,Accessories,Accessories,California
SO12027,Online,9,5,307.88,219.92,1539.4,1099.6,439.8,Joshua Ryan,Midwest,Sports,Baseball,Arizona
SO12028,Distributor,20,9,372.83,266.31,3355.47,2396.79,958.68,Joshua Kenedy,West,Drinkware,Bar Tools,California
SO12029,Online,18,1,400.57,286.12,400.57,286.12,114.45,Shawn Wallace,South,Sports,Basketball,California
SO12030,Online,5,5,620.29,443.07,3101.45,2215.35,886.1,Stephen Payne,South,Furniture,Bathroom Furniture,Arkansas
SO12031,Distributor,25,10,649.24,463.74,6492.4,4637.4,1855,Patrick Graham,South,Electronics,TV and video,California
SO12032,Wholesale,7,3,220.25,157.32,660.75,471.96,188.79,Shawn Cook,Midwest,Kitchenery,Dinnerware,Arizona
SO12033,Wholesale,3,1,373.09,266.5,373.09,266.5,106.59,Jerry Green,West,Lighting,Table Lamps,Alabama
SO12034,Wholesale,8,2,279.64,199.74,559.28,399.48,159.8,George Lewis,West,Drinkware,Cocktail Glasses,Arizona
SO12035,Distributor,23,2,560.71,400.51,1121.42,801.02,320.4,Douglas Tucker,Midwest,Accessories,Accessories,California
SO12036,In-Store,4,6,435.57,311.12,2613.42,1866.72,746.7,Chris Armstrong,Northeast,Kitchenery,Serveware,Alabama
SO12037,Distributor,1,3,504.2,360.14,1512.6,1080.42,432.18,Adam Hernandez,Northeast,Kitchenery,Cookware,Alabama
SO12038,Online,9,1,185.38,132.41,185.38,132.41,52.97,Joshua Ryan,Midwest,Sports,Baseball,Arizona
SO12039,Online,17,8,572.56,408.97,4580.48,3271.76,1308.72,Frank Brown,Northeast,Furniture,Furniture Cushions,California
SO12040,In-Store,9,8,336.06,240.04,2688.48,1920.32,768.16,Joshua Ryan,Midwest,Sports,Baseball,Arizona
SO12041,Distributor,1,4,618.89,442.06,2475.56,1768.24,707.32,Adam Hernandez,Northeast,Kitchenery,Cookware,Alabama
SO12042,Distributor,23,8,518.09,370.06,4144.72,2960.48,1184.24,Douglas Tucker,Midwest,Accessories,Accessories,California
SO12043,In-Store,16,5,174.39,124.56,871.95,622.8,249.15,Anthony Berry,West,Drinkware,Stemware,California
SO12044,In-Store,22,3,356.95,254.96,1070.85,764.88,305.97,Joe Price,Northeast,Drinkware,Wine Storage,California
SO12045,Wholesale,19,8,194.29,138.78,1554.32,1110.24,444.08,Nicholas Cunningham,South,Collections,Vanities,California
SO12046,Distributor,11,9,497.91,355.65,4481.19,3200.85,1280.34,Joshua Little,South,Decoratives,Ornaments,Arizona
SO12047,In-Store,13,10,234.07,167.19,2340.7,1671.9,668.8,Todd Roberts,West,Kitchenery,Bakeware,Arizona
SO12048,Wholesale,3,3,305.74,218.39,917.22,655.17,262.05,Jerry Green,West,Lighting,Table Lamps,Alabama
SO12049,Online,7,5,590.7,421.93,2953.5,2109.65,843.85,Shawn Cook,Midwest,Kitchenery,Dinnerware,Arizona
SO12050,In-Store,21,1,208.54,148.96,208.54,148.96,59.58,Samuel Fowler,Midwest,Decoratives,Floral,California
SO12051,Online,18,7,531.81,379.87,3722.67,2659.09,1063.58,Shawn Wallace,South,Sports,Basketball,California
SO12052,Wholesale,25,6,246.81,176.29,1480.86,1057.74,423.12,Patrick Graham,South,Electronics,TV and video,California
SO12053,Online,25,5,393.83,281.31,1969.15,1406.55,562.6,Patrick Graham,South,Electronics,TV and video,California
SO12054,In-Store,7,7,542.42,387.45,3796.94,2712.15,1084.79,Shawn Cook,Midwest,Kitchenery,Dinnerware,Arizona
SO12055,Distributor,11,7,425.63,304.02,2979.41,2128.14,851.27,Joshua Little,South,Decoratives,Ornaments,Arizona
SO12056,In-Store,8,7,509.21,363.72,3564.47,2546.04,1018.43,George Lewis,West,Drinkware,Cocktail Glasses,Arizona
SO12057,Online,11,8,401.31,286.65,3210.48,2293.2,917.28,Joshua Little,South,Decoratives,Ornaments,Arizona
SO12058,Wholesale,18,8,265.19,189.42,2121.52,1515.36,606.16,Shawn Wallace,South,Sports,Basketball,California
SO12059,In-Store,12,5,643.94,459.96,3219.7,2299.8,919.9,Carl Nguyen,Midwest,Furniture,Dining Furniture,Arizona
SO12060,Online,20,2,316.76,226.26,633.52,452.52,181,Joshua Kenedy,West,Drinkware,Bar Tools,California
SO12061,In-Store,11,7,217.5,155.36,1522.5,1087.52,434.98,Joshua Little,South,Decoratives,Ornaments,Arizona
SO12062,Wholesale,16,10,219.36,156.69,2193.6,1566.9,626.7,Anthony Berry,West,Drinkware,Stemware,California
SO12063,Online,23,6,193.45,138.18,1160.7,829.08,331.62,Douglas Tucker,Midwest,Accessories,Accessories,California
SO12064,Online,25,7,551.38,393.84,3859.66,2756.88,1102.78,Patrick Graham,South,Electronics,TV and video,California
SO12065,Wholesale,19,2,484.45,346.04,968.9,692.08,276.82,Nicholas Cunningham,South,Collections,Vanities,California
SO12066,Wholesale,9,6,639.33,456.67,3835.98,2740.02,1095.96,Joshua Ryan,Midwest,Sports,Baseball,Arizona
SO12067,Wholesale,4,1,406.32,290.23,406.32,290.23,116.09,Chris Armstrong,Northeast,Kitchenery,Serveware,Alabama
SO12068,Wholesale,9,5,629.66,449.76,3148.3,2248.8,899.5,Joshua Ryan,Midwest,Sports,Baseball,Arizona
SO12069,In-Store,14,5,228.2,163,1141,815,326,Paul Holmes,Midwest,Accessories,Mirrors,Arizona
SO12070,Online,11,8,595.55,425.39,4764.4,3403.12,1361.28,Joshua Little,South,Decoratives,Ornaments,Arizona
SO12071,In-Store,10,4,595.53,425.38,2382.12,1701.52,680.6,Jonathan Hawkins,West,Beddings,Blankets,Arizona
SO12072,Online,4,7,514.69,367.64,3602.83,2573.48,1029.35,Chris Armstrong,Northeast,Kitchenery,Serveware,Alabama
SO12073,Online,16,6,342.29,244.49,2053.74,1466.94,586.8,Anthony Berry,West,Drinkware,Stemware,California
SO12074,In-Store,3,8,569.95,407.11,4559.6,3256.88,1302.72,Jerry Green,West,Lighting,Table Lamps,Alabama
SO12075,Distributor,4,3,348.56,248.97,1045.68,746.91,298.77,Chris Armstrong,Northeast,Kitchenery,Serveware,Alabama
SO12076,Wholesale,21,1,348.15,248.68,348.15,248.68,99.47,Samuel Fowler,Midwest,Decoratives,Floral,California
SO12077,Distributor,7,6,182.52,130.37,1095.12,782.22,312.9,Shawn Cook,Midwest,Kitchenery,Dinnerware,Arizona
SO12078,Wholesale,14,10,647.7,462.64,6477,4626.4,1850.6,Paul Holmes,Midwest,Accessories,Mirrors,Arizona
SO12079,Online,25,3,443.24,316.6,1329.72,949.8,379.92,Patrick Graham,South,Electronics,TV and video,California
SO12080,Online,8,5,207.61,148.29,1038.05,741.45,296.6,George Lewis,West,Drinkware,Cocktail Glasses,Arizona
SO12081,Online,1,9,298.97,213.55,2690.73,1921.95,768.78,Adam Hernandez,Northeast,Kitchenery,Cookware,Alabama
SO12082,Distributor,12,8,337.13,240.8,2697.04,1926.4,770.64,Carl Nguyen,Midwest,Furniture,Dining Furniture,Arizona
SO12083,Distributor,17,3,381.88,272.77,1145.64,818.31,327.33,Frank Brown,Northeast,Furniture,Furniture Cushions,California
SO12084,Distributor,2,5,490.13,350.1,2450.65,1750.5,700.15,Keith Griffin,Northeast,Decoratives,Photo Frames,Alabama
SO12085,Distributor,8,4,283.26,202.33,1133.04,809.32,323.72,George Lewis,West,Drinkware,Cocktail Glasses,Arizona
SO12086,Distributor,3,5,518.92,370.66,2594.6,1853.3,741.3,Jerry Green,West,Lighting,Table Lamps,Alabama
SO12087,Distributor,15,5,559.73,399.81,2798.65,1999.05,799.6,Roger Alexander,Midwest,Furniture,Outdoor Furniture,Arizona
SO12088,Distributor,24,2,417.1,297.93,834.2,595.86,238.34,Roy Rice,Midwest,Decoratives,Wall Frames,California
SO12089,Wholesale,5,9,248.07,177.2,2232.63,1594.8,637.83,Stephen Payne,South,Furniture,Bathroom Furniture,Arkansas
SO12090,In-Store,10,5,510.61,364.72,2553.05,1823.6,729.45,Jonathan Hawkins,West,Beddings,Blankets,Arizona
SO12091,In-Store,4,10,550.55,393.25,5505.5,3932.5,1573,Chris Armstrong,Northeast,Kitchenery,Serveware,Alabama
SO12092,Distributor,8,1,171.27,122.34,171.27,122.34,48.93,George Lewis,West,Drinkware,Cocktail Glasses,Arizona
SO12093,Wholesale,23,8,427.92,305.66,3423.36,2445.28,978.08,Douglas Tucker,Midwest,Accessories,Accessories,California
SO12094,In-Store,3,4,266.22,190.16,1064.88,760.64,304.24,Jerry Green,West,Lighting,Table Lamps,Alabama
SO12095,Distributor,21,7,523.53,373.95,3664.71,2617.65,1047.06,Samuel Fowler,Midwest,Decoratives,Floral,California
SO12096,Online,23,10,153.15,109.39,1531.5,1093.9,437.6,Douglas Tucker,Midwest,Accessories,Accessories,California
SO12097,Wholesale,24,10,404.14,288.67,4041.4,2886.7,1154.7,Roy Rice,Midwest,Decoratives,Wall Frames,California
SO12098,Distributor,25,9,196.28,140.2,1766.52,1261.8,504.72,Patrick Graham,South,Electronics,TV and video,California
SO12099,Online,23,5,280.42,200.3,1402.1,1001.5,400.6,Douglas Tucker,Midwest,Accessories,Accessories,California
SO12100,Online,8,2,362.5,258.93,725,517.86,207.14,George Lewis,West,Drinkware,Cocktail Glasses,Arizona
SO12101,Distributor,1,5,459.2,328,2296,1640,656,Adam Hernandez,Northeast,Kitchenery,Cookware,Alabama
SO12102,In-Store,24,8,611.98,437.13,4895.84,3497.04,1398.8,Roy Rice,Midwest,Decoratives,Wall Frames,California
SO12103,Distributor,4,6,421.95,301.39,2531.7,1808.34,723.36,Chris Armstrong,Northeast,Kitchenery,Serveware,Alabama
SO12104,Distributor,2,2,406.25,290.18,812.5,580.36,232.14,Keith Griffin,Northeast,Decoratives,Photo Frames,Alabama
SO12105,In-Store,2,10,551.16,393.69,5511.6,3936.9,1574.7,Keith Griffin,Northeast,Decoratives,Photo Frames,Alabama
SO12106,Online,22,7,292.66,209.04,2048.62,1463.28,585.34,Joe Price,Northeast,Drinkware,Wine Storage,California
SO12107,Online,8,7,633.43,452.45,4434.01,3167.15,1266.86,George Lewis,West,Drinkware,Cocktail Glasses,Arizona
SO12108,Distributor,1,3,633.52,452.51,1900.56,1357.53,543.03,Adam Hernandez,Northeast,Kitchenery,Cookware,Alabama
SO12109,In-Store,6,6,415.51,296.79,2493.06,1780.74,712.32,Joshua Bennett,Northeast,Electronics,Computers,Arizona
SO12110,In-Store,16,9,188.49,134.63,1696.41,1211.67,484.74,Anthony Berry,West,Drinkware,Stemware,California
SO12111,Distributor,20,5,600.67,429.05,3003.35,2145.25,858.1,Joshua Kenedy,West,Drinkware,Bar Tools,California
SO12112,In-Store,19,6,389.94,278.53,2339.64,1671.18,668.46,Nicholas Cunningham,South,Collections,Vanities,California
SO12113,Wholesale,8,10,293.09,209.35,2930.9,2093.5,837.4,George Lewis,West,Drinkware,Cocktail Glasses,Arizona
SO12114,Distributor,22,5,234.41,167.44,1172.05,837.2,334.85,Joe Price,Northeast,Drinkware,Wine Storage,California
SO12115,Distributor,19,10,550.09,392.92,5500.9,3929.2,1571.7,Nicholas Cunningham,South,Collections,Vanities,California
SO12116,In-Store,7,5,405.29,289.49,2026.45,1447.45,579,Shawn Cook,Midwest,Kitchenery,Dinnerware,Arizona
SO12117,Online,20,2,280.45,200.32,560.9,400.64,160.26,Joshua Kenedy,West,Drinkware,Bar Tools,California
SO12118,In-Store,19,10,297.4,212.43,2974,2124.3,849.7,Nicholas Cunningham,South,Collections,Vanities,California
SO12119,Online,16,6,411.16,293.69,2466.96,1762.14,704.82,Anthony Berry,West,Drinkware,Stemware,California
SO12120,Wholesale,5,9,296.24,211.6,2666.16,1904.4,761.76,Stephen Payne,South,Furniture,Bathroom Furniture,Arkansas
SO12121,Wholesale,9,5,306.32,218.8,1531.6,1094,437.6,Joshua Ryan,Midwest,Sports,Baseball,Arizona
SO12122,Wholesale,6,7,246.84,176.31,1727.88,1234.17,493.71,Joshua Bennett,Northeast,Electronics,Computers,Arizona
SO12123,Online,16,2,606.99,433.57,1213.98,867.14,346.84,Anthony Berry,West,Drinkware,Stemware,California
SO12124,Wholesale,23,1,202.53,144.67,202.53,144.67,57.86,Douglas Tucker,Midwest,Accessories,Accessories,California
SO12125,In-Store,12,7,233.35,166.68,1633.45,1166.76,466.69,Carl Nguyen,Midwest,Furniture,Dining Furniture,Arizona
SO12126,Distributor,13,5,150.29,107.35,751.45,536.75,214.7,Todd Roberts,West,Kitchenery,Bakeware,Arizona
SO12127,Online,10,9,465.26,332.33,4187.34,2990.97,1196.37,Jonathan Hawkins,West,Beddings,Blankets,Arizona
SO12128,Online,2,1,544.21,388.72,544.21,388.72,155.49,Keith Griffin,Northeast,Decoratives,Photo Frames,Alabama
SO12129,Online,14,6,586.2,418.71,3517.2,2512.26,1004.94,Paul Holmes,Midwest,Accessories,Mirrors,Arizona
SO12130,Wholesale,11,4,594.39,424.56,2377.56,1698.24,679.32,Joshua Little,South,Decoratives,Ornaments,Arizona
SO12131,In-Store,8,6,261.31,186.65,1567.86,1119.9,447.96,George Lewis,West,Drinkware,Cocktail Glasses,Arizona
SO12132,Wholesale,14,3,401.25,286.61,1203.75,859.83,343.92,Paul Holmes,Midwest,Accessories,Mirrors,Arizona
SO12133,Wholesale,22,4,398.72,284.8,1594.88,1139.2,455.68,Joe Price,Northeast,Drinkware,Wine Storage,California
SO12134,Distributor,15,8,626.1,447.21,5008.8,3577.68,1431.12,Roger Alexander,Midwest,Furniture,Outdoor Furniture,Arizona
SO12135,Distributor,17,9,380.59,271.85,3425.31,2446.65,978.66,Frank Brown,Northeast,Furniture,Furniture Cushions,California
SO12136,In-Store,4,5,527.4,376.71,2637,1883.55,753.45,Chris Armstrong,Northeast,Kitchenery,Serveware,Alabama
SO12137,Wholesale,10,3,196.53,140.38,589.59,421.14,168.45,Jonathan Hawkins,West,Beddings,Blankets,Arizona
SO12138,In-Store,11,8,328.13,234.38,2625.04,1875.04,750,Joshua Little,South,Decoratives,Ornaments,Arizona
SO12139,Distributor,8,10,606.27,433.05,6062.7,4330.5,1732.2,George Lewis,West,Drinkware,Cocktail Glasses,Arizona
SO12140,Online,2,3,477.21,340.86,1431.63,1022.58,409.05,Keith Griffin,Northeast,Decoratives,Photo Frames,Alabama
SO12141,Online,26,1,595.77,425.55,595.77,425.55,170.22,Donald Reynolds,South,Lighting,Candles,California
SO12142,Wholesale,12,4,513.67,366.91,2054.68,1467.64,587.04,Carl Nguyen,Midwest,Furniture,Dining Furniture,Arizona
SO12143,Online,14,1,534.14,381.53,534.14,381.53,152.61,Paul Holmes,Midwest,Accessories,Mirrors,Arizona
SO12144,Online,12,6,367.4,262.43,2204.4,1574.58,629.82,Carl Nguyen,Midwest,Furniture,Dining Furniture,Arizona
SO12145,In-Store,1,7,526.09,375.78,3682.63,2630.46,1052.17,Adam Hernandez,Northeast,Kitchenery,Cookware,Alabama
SO12146,Wholesale,6,7,542.31,387.36,3796.17,2711.52,1084.65,Joshua Bennett,Northeast,Electronics,Computers,Arizona
SO12147,Distributor,26,9,613.72,438.37,5523.48,3945.33,1578.15,Donald Reynolds,South,Lighting,Candles,California
SO12148,Online,26,1,258.43,184.59,258.43,184.59,73.84,Donald Reynolds,South,Lighting,Candles,California
SO12149,Distributor,21,2,588.93,420.67,1177.86,841.34,336.52,Samuel Fowler,Midwest,Decoratives,Floral,California
SO12150,Distributor,23,9,269.25,192.32,2423.25,1730.88,692.37,Douglas Tucker,Midwest,Accessories,Accessories,California
